確定病名,發病年份,發病月份,縣市,性別,是否為境外移入,年齡層,確定病例數
流感併發症,2013,6,屏東縣,F,否,50-54,1
流感併發症,2013,6,屏東縣,M,否,45-49,1
流感併發症,2013,6,苗栗縣,F,否,60-64,1
流感併發症,2013,6,桃園縣,M,否,15-19,1
流感併發症,2013,6,高雄市,F,否,25-29,1
流感併發症,2013,6,高雄市,F,否,40-44,1
流感併發症,2013,6,高雄市,F,否,65-69,1
流感併發症,2013,6,高雄市,M,否,55-59,2
流感併發症,2013,6,雲林縣,M,否,70+,1
流感併發症,2013,6,新北市,F,否,15-19,1
流感併發症,2013,6,新北市,F,否,40-44,2
流感併發症,2013,6,新北市,F,否,70+,1
流感併發症,2013,6,新北市,F,否,70+,3
流感併發症,2013,6,新北市,M,否,25-29,2
流感併發症,2013,6,新北市,M,否,25-29,1
流感併發症,2013,6,新北市,M,否,35-39,1
流感併發症,2013,6,新北市,M,否,60-64,1
流感併發症,2013,6,新北市,M,否,60-64,1
流感併發症,2013,6,新北市,M,否,70+,1
流感併發症,2013,6,彰化縣,M,否,35-39,1
流感併發症,2013,6,彰化縣,M,否,40-44,1
流感併發症,2013,6,彰化縣,M,否,50-54,1
流感併發症,2013,6,台中市,F,否,70+,1
流感併發症,2013,6,台北市,F,否,35-39,1
流感併發症,2013,6,台北市,F,否,60-64,1
流感併發症,2013,6,台北市,F,否,70+,1
流感併發症,2013,6,台北市,F,否,70+,1
流感併發症,2013,6,台北市,M,否,55-59,1
流感併發症,2013,6,台北市,M,否,70+,1
流感併發症,2013,6,台東縣,F,否,60-64,1
流感併發症,2013,6,台東縣,F,否,70+,1
流感併發症,2013,6,台東縣,M,否,0,1
流感併發症,2013,6,台東縣,M,否,60-64,1
流感併發症,2013,6,台南市,M,否,50-54,1
流感併發症,2013,6,台南市,M,否,55-59,1
流感併發症,2013,6,南投縣,F,否,40-44,1
流感併發症,2013,6,南投縣,M,否,60-64,1
流感併發症,2013,6,桃園縣,F,否,60-64,1
流感併發症,2013,6,桃園縣,F,否,70+,1
流感併發症,2013,6,桃園縣,M,否,30-34,1
流感併發症,2013,6,桃園縣,M,否,70+,1
流感併發症,2013,6,高雄市,F,否,15-19,1
流感併發症,2013,6,高雄市,F,否,65-69,1
流感併發症,2013,6,高雄市,M,否,45-49,1
流感併發症,2013,6,新北市,F,否,45-49,1
流感併發症,2013,6,新北市,F,否,70+,2
流感併發症,2013,6,新北市,M,否,15-19,1
流感併發症,2013,6,新北市,M,否,60-64,1
流感併發症,2013,6,新北市,M,否,70+,1
流感併發症,2013,6,新北市,M,否,70+,2
流感併發症,2013,6,新北市,M,否,70+,1
流感併發症,2013,6,新竹市,F,否,50-54,1
流感併發症,2013,6,彰化縣,F,否,60-64,1
流感併發症,2013,6,台中市,F,否,70+,1
流感併發症,2013,6,台北市,F,否,70+,1
流感併發症,2013,6,台北市,M,否,5-9,1
流感併發症,2013,6,台北市,M,否,40-44,1
流感併發症,2013,6,台北市,M,否,50-54,1
流感併發症,2013,6,台北市,M,否,70+,1
流感併發症,2013,6,台東縣,F,否,55-59,1
流感併發症,2013,6,台南市,F,否,70+,1
流感併發症,2013,6,宜蘭縣,M,否,70+,1
流感併發症,2013,6,桃園縣,F,否,70+,1
流感併發症,2013,6,桃園縣,F,否,70+,1
流感併發症,2013,6,桃園縣,M,否,70+,1
流感併發症,2013,6,高雄市,F,否,25-29,1
流感併發症,2013,6,高雄市,M,否,55-59,1
流感併發症,2013,6,雲林縣,M,否,30-34,1
流感併發症,2013,6,雲林縣,M,否,55-59,1
流感併發症,2013,6,新北市,F,否,45-49,1
流感併發症,2013,6,新北市,F,否,60-64,1
流感併發症,2013,6,新北市,F,否,70+,2
流感併發症,2013,6,新北市,M,否,30-34,1
流感併發症,2013,6,新北市,M,否,70+,2
流感併發症,2013,6,新北市,M,否,70+,1
流感併發症,2013,6,彰化縣,F,否,70+,1
流感併發症,2013,6,彰化縣,F,否,70+,1
流感併發症,2013,6,彰化縣,M,否,45-49,1
流感併發症,2013,6,彰化縣,M,否,70+,1
流感併發症,2013,6,台中市,F,否,70+,1
流感併發症,2013,6,台中市,F,否,70+,1
流感併發症,2013,6,台中市,M,否,10-14,1
流感併發症,2013,6,台北市,M,否,5-9,1
流感併發症,2013,6,台北市,M,否,55-59,1
流感併發症,2013,6,台北市,M,否,70+,1
流感併發症,2013,6,台北市,M,否,70+,1
流感併發症,2013,6,台北市,M,否,70+,1
流感併發症,2013,6,台東縣,F,否,50-54,1
流感併發症,2013,6,台南市,F,否,60-64,2
流感併發症,2013,6,花蓮縣,M,否,70+,1
流感併發症,2013,6,屏東縣,F,否,30-34,1
流感併發症,2013,6,桃園縣,F,否,55-59,1
流感併發症,2013,6,高雄市,M,否,30-34,1
流感併發症,2013,6,高雄市,M,否,40-44,2
流感併發症,2013,6,高雄市,M,否,70+,1
流感併發症,2013,6,雲林縣,M,否,55-59,1
流感併發症,2013,6,雲林縣,M,否,70+,1
流感併發症,2013,6,新北市,F,否,40-44,1
流感併發症,2013,6,新北市,F,否,40-44,1
流感併發症,2013,6,新北市,F,否,50-54,1
流感併發症,2013,6,新北市,F,否,70+,1
流感併發症,2013,6,新北市,M,否,30-34,1
流感併發症,2013,6,新北市,M,否,65-69,1
流感併發症,2013,6,新北市,M,否,70+,1
流感併發症,2013,7,台北市,F,否,70+,1
流感併發症,2013,7,台北市,M,否,70+,1
流感併發症,2013,7,台東縣,M,否,55-59,1
流感併發症,2013,7,台南市,F,否,45-49,1
流感併發症,2013,7,台南市,M,否,65-69,1
流感併發症,2013,7,台南市,M,否,70+,1
流感併發症,2013,7,宜蘭縣,M,否,70+,1
流感併發症,2013,7,屏東縣,M,否,50-54,1
流感併發症,2013,7,新北市,F,否,30-34,2
流感併發症,2013,7,新北市,F,否,50-54,1
流感併發症,2013,7,新北市,F,否,70+,1
流感併發症,2013,7,新北市,M,否,35-39,1
流感併發症,2013,7,新北市,M,否,50-54,1
流感併發症,2013,7,台北市,M,否,55-59,1
流感併發症,2013,7,台北市,M,否,70+,1
流感併發症,2013,7,台北市,M,否,70+,1
流感併發症,2013,7,台南市,F,否,55-59,1
流感併發症,2013,7,台南市,M,否,55-59,1
流感併發症,2013,7,宜蘭縣,M,否,70+,1
流感併發症,2013,7,桃園縣,M,否,70+,1
流感併發症,2013,7,高雄市,F,否,70+,1
流感併發症,2013,7,新北市,F,否,70+,1
流感併發症,2013,7,新北市,F,否,70+,1
流感併發症,2013,7,新北市,M,否,70+,1
流感併發症,2013,7,台中市,F,否,70+,1
流感併發症,2013,7,台中市,M,否,45-49,1
流感併發症,2013,7,台中市,M,是,35-39,1
流感併發症,2013,7,台北市,M,否,70+,1
流感併發症,2013,7,台南市,M,否,55-59,1
流感併發症,2013,7,南投縣,M,否,45-49,1
流感併發症,2013,7,高雄市,M,否,70+,1
流感併發症,2013,7,新北市,F,否,25-29,1
流感併發症,2013,7,新北市,F,否,25-29,1
流感併發症,2013,7,新北市,F,否,45-49,1
流感併發症,2013,7,新北市,F,否,70+,1
流感併發症,2013,7,彰化縣,F,否,70+,1
流感併發症,2013,7,彰化縣,M,否,50-54,1
流感併發症,2013,7,彰化縣,M,否,55-59,1
流感併發症,2013,7,台中市,M,否,25-29,1
流感併發症,2013,7,台北市,M,否,45-49,1
流感併發症,2013,7,台北市,M,否,70+,1
流感併發症,2013,7,台北市,M,否,70+,1
流感併發症,2013,7,台南市,M,否,60-64,1
流感併發症,2013,7,南投縣,F,否,40-44,1
流感併發症,2013,7,南投縣,M,否,70+,1
流感併發症,2013,7,屏東縣,F,否,70+,1
流感併發症,2013,7,桃園縣,M,否,60-64,1
流感併發症,2013,7,高雄市,F,否,55-59,1
流感併發症,2013,7,高雄市,M,否,20-24,1
流感併發症,2013,7,新北市,F,否,25-29,1
流感併發症,2013,7,新北市,M,否,50-54,1
流感併發症,2013,7,新北市,M,否,70+,1
流感併發症,2013,7,彰化縣,M,否,25-29,1
流感併發症,2013,8,台北市,M,否,70+,1
流感併發症,2013,8,宜蘭縣,F,否,70+,1
流感併發症,2013,8,新北市,F,否,70+,1
流感併發症,2013,8,新北市,F,否,70+,1
流感併發症,2013,8,新北市,M,否,70+,1
流感併發症,2013,8,彰化縣,F,否,70+,1
流感併發症,2013,8,台北市,F,否,55-59,1
流感併發症,2013,8,台北市,F,否,70+,1
流感併發症,2013,8,台北市,M,否,55-59,1
流感併發症,2013,8,台北市,M,否,70+,1
流感併發症,2013,8,新北市,F,否,55-59,1
流感併發症,2013,8,新北市,F,否,70+,1
流感併發症,2013,8,新北市,M,否,10-14,1
流感併發症,2013,8,新北市,M,否,45-49,1
流感併發症,2013,8,新竹縣,M,否,10-14,1
流感併發症,2013,8,新竹縣,M,否,30-34,1
流感併發症,2013,8,嘉義縣,F,否,30-34,1
流感併發症,2013,8,台北市,F,否,70+,1
流感併發症,2013,8,台北市,M,否,55-59,1
流感併發症,2013,8,台北市,M,否,70+,1
流感併發症,2013,8,台北市,M,否,70+,1
流感併發症,2013,8,台北市,M,否,70+,1
流感併發症,2013,8,高雄市,M,否,35-39,1
流感併發症,2013,8,高雄市,M,否,40-44,1
流感併發症,2013,8,新北市,F,否,70+,1
流感併發症,2013,8,新北市,M,否,50-54,1
流感併發症,2013,8,新北市,M,否,65-69,1
流感併發症,2013,8,新竹縣,M,否,70+,1
流感併發症,2013,8,台北市,M,否,45-49,1
流感併發症,2013,8,台北市,M,否,50-54,1
流感併發症,2013,8,台北市,M,否,55-59,1
流感併發症,2013,8,桃園縣,F,否,35-39,1
流感併發症,2013,8,高雄市,F,否,35-39,1
流感併發症,2013,8,高雄市,F,否,70+,1
流感併發症,2013,8,高雄市,M,否,0,1
流感併發症,2013,8,新北市,F,否,70+,1
流感併發症,2013,8,新北市,F,否,70+,1
流感併發症,2013,8,新北市,F,否,70+,1
流感併發症,2013,8,新北市,M,否,70+,1
流感併發症,2013,8,彰化縣,M,否,70+,2
流感併發症,2013,9,台北市,F,否,70+,1
流感併發症,2013,9,台北市,M,否,35-39,1
流感併發症,2013,9,台北市,M,否,70+,1
流感併發症,2013,9,台南市,M,否,50-54,1
流感併發症,2013,9,南投縣,M,否,5-9,1
流感併發症,2013,9,新北市,M,否,25-29,1
流感併發症,2013,9,新北市,M,否,55-59,1
流感併發症,2013,9,台北市,F,否,70+,1
流感併發症,2013,9,台南市,F,否,60-64,1
流感併發症,2013,9,台南市,F,否,70+,1
流感併發症,2013,9,台南市,M,否,70+,1
流感併發症,2013,9,高雄市,M,否,50-54,1
流感併發症,2013,9,新北市,F,否,30-34,1
流感併發症,2013,9,新北市,F,否,70+,1
流感併發症,2013,9,新北市,M,否,30-34,1
流感併發症,2013,9,新北市,M,否,60-64,1
流感併發症,2013,9,彰化縣,F,否,70+,1
流感併發症,2013,9,台北市,M,否,3,1
流感併發症,2013,9,台北市,M,否,70+,1
流感併發症,2013,9,台南市,F,否,70+,1
流感併發症,2013,9,台南市,M,否,70+,1
流感併發症,2013,9,高雄市,M,否,70+,1
流感併發症,2013,9,雲林縣,M,否,5-9,1
流感併發症,2013,9,新北市,M,否,60-64,1
流感併發症,2013,9,台北市,F,否,35-39,1
流感併發症,2013,9,台北市,F,否,70+,1
流感併發症,2013,9,台北市,M,否,35-39,1
流感併發症,2013,9,台北市,M,否,70+,1
流感併發症,2013,9,台南市,F,否,70+,1
流感併發症,2013,9,台南市,F,否,70+,1
流感併發症,2013,9,屏東縣,M,否,70+,1
流感併發症,2013,9,新北市,M,否,30-34,1
流感併發症,2013,9,新北市,M,否,70+,1
流感併發症,2013,10,台北市,M,否,30-34,1
流感併發症,2013,10,桃園縣,M,否,70+,1
流感併發症,2013,10,新竹縣,F,否,25-29,1
流感併發症,2013,10,彰化縣,M,否,70+,1
流感併發症,2013,10,台北市,F,否,55-59,1
流感併發症,2013,10,台南市,F,否,60-64,1
流感併發症,2013,10,高雄市,M,否,70+,1
流感併發症,2013,10,高雄市,M,否,70+,1
流感併發症,2013,10,新北市,F,否,55-59,1
流感併發症,2013,10,新北市,M,否,70+,1
流感併發症,2013,10,雲林縣,F,否,5-9,1
流感併發症,2013,10,新北市,F,否,70+,1
流感併發症,2013,10,嘉義市,F,否,60-64,1
流感併發症,2013,10,台中市,M,否,70+,1
流感併發症,2013,10,台北市,M,否,65-69,1
流感併發症,2013,10,台南市,M,否,65-69,1
流感併發症,2013,10,台南市,M,否,70+,1
流感併發症,2013,10,屏東縣,F,否,70+,1
流感併發症,2013,10,苗栗縣,F,否,45-49,1
流感併發症,2013,10,高雄市,F,否,70+,1
流感併發症,2013,10,高雄市,M,否,35-39,1
流感併發症,2013,10,雲林縣,M,否,70+,1
流感併發症,2013,10,新北市,F,否,15-19,1
流感併發症,2013,10,新北市,M,否,65-69,1
流感併發症,2013,10,新北市,M,否,70+,1
流感併發症,2013,11,台北市,F,否,55-59,1
流感併發症,2013,11,台北市,F,否,70+,1
流感併發症,2013,11,台南市,M,否,45-49,1
流感併發症,2013,11,台南市,M,否,65-69,1
流感併發症,2013,11,南投縣,M,否,60-64,1
流感併發症,2013,11,高雄市,M,否,70+,1
流感併發症,2013,11,新北市,M,否,20-24,1
流感併發症,2013,11,台北市,F,否,70+,1
流感併發症,2013,11,台南市,M,否,30-34,1
流感併發症,2013,11,台南市,M,否,50-54,1
流感併發症,2013,11,台南市,M,否,55-59,1
流感併發症,2013,11,宜蘭縣,M,否,70+,1
流感併發症,2013,11,桃園縣,F,否,50-54,1
流感併發症,2013,11,桃園縣,M,否,60-64,1
流感併發症,2013,11,高雄市,F,否,35-39,1
流感併發症,2013,11,新北市,F,否,60-64,1
流感併發症,2013,11,新北市,M,否,15-19,1
流感併發症,2013,11,屏東縣,M,否,65-69,1
流感併發症,2013,11,桃園縣,F,否,70+,1
流感併發症,2013,11,高雄市,F,否,70+,1
流感併發症,2013,11,高雄市,M,否,70+,2
流感併發症,2013,11,新北市,F,否,70+,1
流感併發症,2013,11,台北市,M,否,20-24,1
流感併發症,2013,11,台北市,M,否,40-44,1
流感併發症,2013,11,台南市,M,否,60-64,1
流感併發症,2013,11,宜蘭縣,F,否,50-54,1
流感併發症,2013,11,桃園縣,M,否,45-49,1
流感併發症,2013,11,新北市,F,否,55-59,1
流感併發症,2013,11,彰化縣,F,否,70+,1
流感併發症,2013,11,彰化縣,M,否,60-64,1
流感併發症,2013,12,台北市,F,否,5-9,1
流感併發症,2013,12,台北市,F,否,40-44,1
流感併發症,2013,12,台北市,F,否,55-59,1
流感併發症,2013,12,台北市,M,否,55-59,1
流感併發症,2013,12,台北市,M,否,55-59,1
流感併發症,2013,12,台東縣,F,否,65-69,1
流感併發症,2013,12,台南市,M,否,20-24,1
流感併發症,2013,12,台南市,M,否,65-69,1
流感併發症,2013,12,花蓮縣,M,否,70+,1
流感併發症,2013,12,南投縣,F,否,4,1
流感併發症,2013,12,南投縣,M,否,70+,1
流感併發症,2013,12,苗栗縣,M,否,70+,1
流感併發症,2013,12,桃園縣,M,否,55-59,1
流感併發症,2013,12,高雄市,F,否,5-9,1
流感併發症,2013,12,基隆市,F,否,45-49,1
流感併發症,2013,12,新北市,F,否,1,1
流感併發症,2013,12,新北市,F,否,45-49,1
流感併發症,2013,12,新北市,F,否,65-69,1
流感併發症,2013,12,新北市,F,否,70+,1
流感併發症,2013,12,新北市,M,否,50-54,1
流感併發症,2013,12,新北市,M,否,65-69,2
流感併發症,2013,12,新竹縣,M,否,55-59,1
流感併發症,2013,12,彰化縣,M,否,45-49,1
流感併發症,2013,12,台北市,F,否,70+,1
流感併發症,2013,12,台北市,M,否,70+,1
流感併發症,2013,12,台南市,M,否,2,2
流感併發症,2013,12,桃園縣,F,否,60-64,1
流感併發症,2013,12,高雄市,M,否,4,2
流感併發症,2013,12,高雄市,M,否,60-64,1
流感併發症,2013,12,高雄市,M,否,70+,1
流感併發症,2013,12,新北市,F,否,5-9,1
流感併發症,2013,12,新北市,F,否,30-34,1
流感併發症,2013,12,新北市,F,否,50-54,1
流感併發症,2013,12,新北市,F,否,55-59,1
流感併發症,2013,12,新北市,F,否,65-69,1
流感併發症,2013,12,新北市,M,否,40-44,1
流感併發症,2013,12,新北市,M,否,45-49,1
流感併發症,2013,12,新北市,M,否,55-59,2
流感併發症,2013,12,新北市,M,否,70+,1
流感併發症,2013,12,彰化縣,M,否,60-64,1
流感併發症,2013,12,台中市,M,否,45-49,1
流感併發症,2013,12,台北市,M,否,3,1
流感併發症,2013,12,台北市,M,否,45-49,1
流感併發症,2013,12,台東縣,M,否,35-39,1
流感併發症,2013,12,台南市,F,否,45-49,1
流感併發症,2013,12,台南市,F,否,55-59,1
流感併發症,2013,12,南投縣,F,否,70+,1
流感併發症,2013,12,南投縣,M,否,70+,1
流感併發症,2013,12,桃園縣,F,否,55-59,1
流感併發症,2013,12,高雄市,F,否,70+,1
流感併發症,2013,12,高雄市,M,否,20-24,1
流感併發症,2013,12,高雄市,M,否,50-54,1
流感併發症,2013,12,新北市,M,否,40-44,1
流感併發症,2013,12,新竹縣,F,否,70+,1
流感併發症,2013,12,新竹縣,M,否,55-59,1
流感併發症,2013,12,嘉義市,F,否,70+,1
流感併發症,2013,12,台北市,F,否,55-59,1
流感併發症,2013,12,台北市,M,否,20-24,1
流感併發症,2013,12,台北市,M,否,50-54,1
流感併發症,2013,12,台北市,M,否,70+,1
流感併發症,2013,12,台北市,M,否,70+,1
流感併發症,2013,12,台北市,M,否,70+,1
流感併發症,2013,12,台南市,M,否,60-64,1
流感併發症,2013,12,台南市,M,否,70+,1
流感併發症,2013,12,南投縣,M,否,5-9,1
流感併發症,2013,12,桃園縣,F,否,60-64,1
流感併發症,2013,12,桃園縣,M,否,55-59,1
流感併發症,2013,12,高雄市,M,否,35-39,1
流感併發症,2013,12,高雄市,M,否,70+,1
流感併發症,2013,12,新北市,F,否,10-14,1
流感併發症,2013,12,新北市,F,否,25-29,1
流感併發症,2013,12,新北市,F,否,60-64,2
流感併發症,2013,12,新北市,F,否,70+,1
流感併發症,2013,12,新北市,M,否,15-19,1
流感併發症,2013,12,新北市,M,否,15-19,1
流感併發症,2013,12,新北市,M,否,30-34,1
流感併發症,2013,12,新北市,M,否,50-54,1
流感併發症,2013,12,新北市,M,否,60-64,1
流感併發症,2013,12,新北市,M,否,60-64,2
流感併發症,2013,12,新北市,M,否,65-69,1
流感併發症,2014,1,台中市,M,否,45-49,1
流感併發症,2014,1,台中市,M,否,60-64,1
流感併發症,2014,1,台北市,F,否,25-29,1
流感併發症,2014,1,台北市,F,否,35-39,1
流感併發症,2014,1,台北市,F,否,35-39,1
流感併發症,2014,1,台北市,F,否,50-54,1
流感併發症,2014,1,台北市,F,否,60-64,2
流感併發症,2014,1,台北市,F,否,65-69,1
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,F,否,70+,2
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,M,否,35-39,1
流感併發症,2014,1,台北市,M,否,40-44,1
流感併發症,2014,1,台北市,M,否,55-59,1
流感併發症,2014,1,台北市,M,否,65-69,1
流感併發症,2014,1,台北市,M,否,70+,2
流感併發症,2014,1,台北市,M,否,70+,1
流感併發症,2014,1,台北市,M,否,70+,3
流感併發症,2014,1,台北市,M,否,70+,1
流感併發症,2014,1,台北市,M,否,70+,1
流感併發症,2014,1,台東縣,M,否,40-44,1
流感併發症,2014,1,台南市,F,否,4,2
流感併發症,2014,1,台南市,F,否,45-49,1
流感併發症,2014,1,台南市,F,否,55-59,1
流感併發症,2014,1,台南市,F,否,60-64,1
流感併發症,2014,1,台南市,F,否,70+,1
流感併發症,2014,1,台南市,M,否,15-19,1
流感併發症,2014,1,台南市,M,否,60-64,1
流感併發症,2014,1,台南市,M,否,70+,1
流感併發症,2014,1,宜蘭縣,F,否,70+,1
流感併發症,2014,1,花蓮縣,F,否,30-34,1
流感併發症,2014,1,花蓮縣,F,否,70+,1
流感併發症,2014,1,花蓮縣,M,否,70+,1
流感併發症,2014,1,南投縣,F,否,3,1
流感併發症,2014,1,南投縣,F,否,70+,1
流感併發症,2014,1,南投縣,M,否,10-14,1
流感併發症,2014,1,南投縣,M,否,55-59,1
流感併發症,2014,1,南投縣,M,否,65-69,1
流感併發症,2014,1,屏東縣,F,否,30-34,1
流感併發症,2014,1,屏東縣,F,否,70+,1
流感併發症,2014,1,屏東縣,M,否,20-24,1
流感併發症,2014,1,屏東縣,M,否,70+,1
流感併發症,2014,1,苗栗縣,M,否,70+,1
流感併發症,2014,1,桃園縣,F,否,40-44,1
流感併發症,2014,1,桃園縣,F,否,55-59,2
流感併發症,2014,1,桃園縣,F,否,55-59,1
流感併發症,2014,1,桃園縣,F,否,60-64,1
流感併發症,2014,1,桃園縣,M,否,25-29,1
流感併發症,2014,1,桃園縣,M,否,50-54,1
流感併發症,2014,1,高雄市,F,否,10-14,1
流感併發症,2014,1,高雄市,F,否,30-34,1
流感併發症,2014,1,高雄市,F,否,45-49,1
流感併發症,2014,1,高雄市,M,否,40-44,2
流感併發症,2014,1,高雄市,M,否,55-59,2
流感併發症,2014,1,高雄市,M,否,60-64,1
流感併發症,2014,1,高雄市,M,否,70+,1
流感併發症,2014,1,基隆市,F,否,70+,1
流感併發症,2014,1,雲林縣,F,否,10-14,1
流感併發症,2014,1,雲林縣,M,否,10-14,1
流感併發症,2014,1,雲林縣,M,否,25-29,1
流感併發症,2014,1,雲林縣,M,否,45-49,1
流感併發症,2014,1,雲林縣,M,否,70+,1
流感併發症,2014,1,新北市,F,否,35-39,1
流感併發症,2014,1,新北市,F,否,40-44,1
流感併發症,2014,1,新北市,F,否,40-44,1
流感併發症,2014,1,新北市,F,否,50-54,1
流感併發症,2014,1,新北市,F,否,50-54,3
流感併發症,2014,1,新北市,F,否,55-59,2
流感併發症,2014,1,新北市,F,否,70+,1
流感併發症,2014,1,新北市,F,否,70+,3
流感併發症,2014,1,新北市,F,否,70+,1
流感併發症,2014,1,新北市,M,否,20-24,1
流感併發症,2014,1,新北市,M,否,20-24,1
流感併發症,2014,1,新北市,M,否,35-39,2
流感併發症,2014,1,新北市,M,否,40-44,1
流感併發症,2014,1,新北市,M,否,55-59,3
流感併發症,2014,1,新北市,M,否,55-59,2
流感併發症,2014,1,新北市,M,否,65-69,2
流感併發症,2014,1,新北市,M,否,70+,2
流感併發症,2014,1,新北市,M,否,70+,3
流感併發症,2014,1,新北市,M,否,70+,3
流感併發症,2014,1,新竹縣,M,否,70+,1
流感併發症,2014,1,嘉義市,F,否,35-39,1
流感併發症,2014,1,彰化縣,F,否,25-29,1
流感併發症,2014,1,彰化縣,F,否,70+,1
流感併發症,2014,1,彰化縣,F,否,70+,1
流感併發症,2014,1,彰化縣,M,否,70+,1
流感併發症,2014,1,彰化縣,M,否,70+,1
流感併發症,2014,1,台中市,F,否,45-49,1
流感併發症,2014,1,台中市,F,否,70+,1
流感併發症,2014,1,台中市,M,否,60-64,2
流感併發症,2014,1,台北市,F,否,5-9,1
流感併發症,2014,1,台北市,F,否,30-34,1
流感併發症,2014,1,台北市,F,否,35-39,2
流感併發症,2014,1,台北市,F,否,50-54,1
流感併發症,2014,1,台北市,F,否,55-59,1
流感併發症,2014,1,台北市,F,否,70+,2
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,M,否,35-39,1
流感併發症,2014,1,台北市,M,否,55-59,2
流感併發症,2014,1,台北市,M,否,60-64,1
流感併發症,2014,1,台北市,M,否,65-69,1
流感併發症,2014,1,台北市,M,否,70+,1
流感併發症,2014,1,台北市,M,否,70+,2
流感併發症,2014,1,台東縣,M,否,40-44,1
流感併發症,2014,1,台南市,F,否,35-39,1
流感併發症,2014,1,台南市,F,否,50-54,1
流感併發症,2014,1,台南市,F,否,55-59,1
流感併發症,2014,1,台南市,F,否,70+,1
流感併發症,2014,1,台南市,M,否,25-29,1
流感併發症,2014,1,台南市,M,否,35-39,1
流感併發症,2014,1,台南市,M,否,50-54,1
流感併發症,2014,1,台南市,M,否,55-59,1
流感併發症,2014,1,台南市,M,否,55-59,1
流感併發症,2014,1,台南市,M,否,65-69,1
流感併發症,2014,1,台南市,M,否,70+,1
流感併發症,2014,1,宜蘭縣,F,否,70+,1
流感併發症,2014,1,花蓮縣,F,否,45-49,1
流感併發症,2014,1,花蓮縣,M,否,55-59,1
流感併發症,2014,1,金門縣,M,否,20-24,1
流感併發症,2014,1,南投縣,F,否,40-44,1
流感併發症,2014,1,南投縣,F,否,70+,1
流感併發症,2014,1,南投縣,M,否,2,2
流感併發症,2014,1,南投縣,M,否,70+,1
流感併發症,2014,1,屏東縣,M,否,40-44,1
流感併發症,2014,1,苗栗縣,F,否,50-54,1
流感併發症,2014,1,桃園縣,F,否,40-44,1
流感併發症,2014,1,桃園縣,F,否,55-59,1
流感併發症,2014,1,桃園縣,M,否,0,1
流感併發症,2014,1,桃園縣,M,否,45-49,1
流感併發症,2014,1,桃園縣,M,否,55-59,1
流感併發症,2014,1,桃園縣,M,否,60-64,1
流感併發症,2014,1,高雄市,F,否,70+,1
流感併發症,2014,1,高雄市,M,否,3,1
流感併發症,2014,1,高雄市,M,否,15-19,1
流感併發症,2014,1,高雄市,M,否,25-29,1
流感併發症,2014,1,高雄市,M,否,35-39,2
流感併發症,2014,1,高雄市,M,否,45-49,1
流感併發症,2014,1,高雄市,M,否,45-49,1
流感併發症,2014,1,高雄市,M,否,50-54,1
流感併發症,2014,1,高雄市,M,否,65-69,1
流感併發症,2014,1,高雄市,M,否,70+,1
流感併發症,2014,1,雲林縣,M,否,65-69,1
流感併發症,2014,1,新北市,F,否,20-24,2
流感併發症,2014,1,新北市,F,否,25-29,2
流感併發症,2014,1,新北市,F,否,30-34,1
流感併發症,2014,1,新北市,F,否,35-39,2
流感併發症,2014,1,新北市,F,否,45-49,1
流感併發症,2014,1,新北市,F,否,55-59,3
流感併發症,2014,1,新北市,F,否,55-59,2
流感併發症,2014,1,新北市,F,否,70+,1
流感併發症,2014,1,新北市,M,否,15-19,1
流感併發症,2014,1,新北市,M,否,25-29,1
流感併發症,2014,1,新北市,M,否,40-44,2
流感併發症,2014,1,新北市,M,否,45-49,1
流感併發症,2014,1,新北市,M,否,50-54,3
流感併發症,2014,1,新北市,M,否,55-59,1
流感併發症,2014,1,新北市,M,否,60-64,2
流感併發症,2014,1,新北市,M,否,60-64,2
流感併發症,2014,1,新北市,M,否,70+,1
流感併發症,2014,1,新北市,M,否,70+,1
流感併發症,2014,1,新北市,M,否,70+,3
流感併發症,2014,1,新北市,M,否,70+,1
流感併發症,2014,1,新北市,M,否,70+,1
流感併發症,2014,1,新竹市,F,否,70+,1
流感併發症,2014,1,新竹市,M,否,60-64,1
流感併發症,2014,1,新竹縣,M,是,50-54,1
流感併發症,2014,1,嘉義市,F,否,70+,1
流感併發症,2014,1,嘉義市,M,否,70+,1
流感併發症,2014,1,彰化縣,F,否,70+,1
流感併發症,2014,1,彰化縣,M,否,70+,1
流感併發症,2014,1,台中市,F,否,10-14,1
流感併發症,2014,1,台中市,M,否,2,1
流感併發症,2014,1,台中市,M,否,60-64,1
流感併發症,2014,1,台中市,M,否,70+,1
流感併發症,2014,1,台北市,F,否,40-44,1
流感併發症,2014,1,台北市,F,否,60-64,1
流感併發症,2014,1,台北市,F,否,65-69,1
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,F,否,70+,1
流感併發症,2014,1,台北市,M,否,25-29,1
